show_id,type,title,country,release_year,rating,listed_in,description
s2635,Movie,Harriet the Spy: Blog Wars,United States,2010,TV-G,Children & Family Movies,Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.
s3186,Movie,Jinxed,United States,2013,TV-Y,Children & Family Movies,"After a century-old curse of bad luck, a determined teen embarks on a journey to break her family’s generational misfortune."
s4126,Movie,Mirror Mirror,United States,2012,PG,Children & Family Movies,This remake of the classic Grimm tale follows fair-skinned Snow White on a quest to regain her royal throne with help from a team of shady dwarves.
s4332,Movie,My Little Pony Equestria Girls: Friendship Games,United States,2015,TV-Y,Children & Family Movies,"Rainbow Dash, Applejack and friends compete against Crystal Prep Academy and their lead athlete, this world's Twilight Sparkle, in sporting events."
s4333,Movie,My Little Pony Equestria Girls: Legend of Everfree,United States,2016,TV-Y7,Children & Family Movies,"The Equestria Girls, human teen counterparts to My Little Pony characters, head to Camp Everfree, where they need a little magic to help save summer."
s4334,Movie,My Little Pony Equestria Girls: Rainbow Rocks,United States,2014,TV-Y,Children & Family Movies,"Rainbow Dash, Applejack, Pinkie Pie, Rarity and Fluttershy plan to perform with their new band at the Canterlot High musical showcase."
s6167,Movie,The Boy Who Cried Werewolf,United States,2010,TV-Y,Children & Family Movies,"When high school girl-geek Jordan becomes a werewolf after moving to Romania, she must elude her own brother, who sets out to slay her."
s6758,Movie,The Pink Panther,United States,2006,PG,Children & Family Movies,Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.
s6882,Movie,The Smurfs 2,United States,2013,PG,Children & Family Movies,"Evil magician Gargamel continues his quest to tap the power of the Smurfs, creating a pair of his own ""Smurf-alikes"" called the Naughties."
s6857,Movie,The Secret Life of Pets 2,United States,2019,PG,Children & Family Movies,"On a farm outside New York, Max aims to boost his confidence while in the city, Snowball attempts to rescue a tiger cub and Gidget pretends to be a cat."
s904,Movie,Big Fat Liar,United States,2002,PG,Children & Family Movies,Junior high students Jason and Kaylee take action when a greedy Hollywood producer turns Jason's essay into a hit film without giving him credit.
s6015,Movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,United States,1991,PG,Children & Family Movies,"The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants."
s4510,Movie,Norm of the North: King Sized Adventure,United States,2019,TV-PG,Children & Family Movies,"Before planning an awesome wedding for his grandfather, a polar bear king must take back a stolen artifact from an evil archaeologist first."
s3602,Movie,Leo the Lion,United States,2013,TV-Y7-FV,Children & Family Movies,"Eschewing the carnivorous ways of his fellow lions, maverick Leo follows a vegetarian diet – causing the other lions to shun him."
s2357,Movie,Garfield's Fun Fest,United States,2008,TV-Y7,Children & Family Movies,"Garfield has long been the champ at a yearly competition for the funniest comic strip. But this time, Garfield must battle tall, handsome Ramone."
s2714,Movie,Hey Arnold! The Jungle Movie,United States,2017,TV-PG,Children & Family Movies,"When Arnold and his crew win a trip to San Lorenzo, their adventure in the wild forces them to take the same risky path as Arnold's missing parents."
s5583,Movie,Shorts,United States,2009,PG,Children & Family Movies,Chaos erupts when locals learn that an 11-year-old boy has discovered a mysterious rock that grants the wishes of whoever possesses it.
s2500,Movie,Goosebumps 2: Haunted Halloween,United States,2018,PG,Children & Family Movies,"Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life."
s7546,Movie,What a Girl Wants,United States,2003,PG,Children & Family Movies,"In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician."
s4811,Movie,Pee-wee's Big Holiday,United States,2016,TV-PG,Children & Family Movies,A chance encounter with a mysterious stranger (Joe Manganiello) points Pee-wee toward his destiny – and his first-ever holiday!
s1833,Movie,Double Dad,Brazil,2020,TV-G,Children & Family Movies,"While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is."
s4062,Movie,Mi amigo Alexis,Chile,2019,TV-PG,Children & Family Movies,"When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game."
s2294,Movie,From Japan to Egypt,Egypt,2017,TV-14,Children & Family Movies,"After his wife relocates to her home country of Japan, an Egyptian man – and father of two rambunctious kids – tries to win her back."
s1338,Movie,Chillar Party,India,2011,TV-PG,Children & Family Movies,"Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal."
s2803,Movie,Hope Aur Hum,India,2018,TV-14,Children & Family Movies,"A multigenerational household navigates daily life, evolving relationships and clashes between old and new mindsets in this light family drama."
s2893,Movie,I Am Kalam,India,2010,TV-PG,Children & Family Movies,An intelligent boy born into poverty befriends the son of a once noble family and is inspired by the life of India's president to pursue an education.
s4276,Movie,Mukhsin,Malaysia,2006,TV-PG,Children & Family Movies,"When young Mukhsin arrives in a new town, 10-year-old tomboy Orked adopts him as her new best friend, and the two develop a touching friendship that begins to spill over into the inklings of first love."
s1577,Movie,Dad Wanted,Mexico,2020,TV-14,Children & Family Movies,What does a thrill-seeker tween girl do when her mom forbids her to enter a BMX race? Cast an actor with nothing to lose to play her approving dad.
s1189,Movie,Camp Cool Kids,United States,2017,TV-G,Children & Family Movies,"A young boy attends summer camp, where he overcomes his fears, stands up to bullies and learns important lessons about faith and life."
s1374,Movie,Christopher Robin,United States,2018,PG,Children & Family Movies,"Now a careworn middle-aged man, Christopher Robin goes on a familiar adventure when his old pal Winnie the Pooh brings him to the Hundred Acre Wood."
s2142,Movie,Feel the Beat,United States,2020,TV-G,Children & Family Movies,"After blowing a Broadway audition, a self-centered dancer reluctantly returns home and agrees to coach a squad of young misfits for a big competition."
s2038,Movie,Evan Almighty,United States,2007,PG,Children & Family Movies,"God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile, Evan's family interprets his new hobby as a midlife crisis."
s301,Movie,Action Replayy,India,2010,TV-PG,Children & Family Movies,"Sick of his parents’ constant squabbling, a young man travels back in time to the onset of their romance, with plans to set them up for marital bliss."
s4130,Movie,Misfit,Netherlands,2017,TV-14,Children & Family Movies,"After living in America for years, a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school."
s4131,Movie,Misfit 2,Netherlands,2019,TV-G,Children & Family Movies,"When her boyfriend abruptly transfers schools, a gifted musician must pair up with an archrival to battle him in a student music competition."
s5862,Movie,Stunt School,Turkey,2019,TV-G,Children & Family Movies,An aspiring actress is admitted to a prestigious conservatory but must pay her tuition by working as a performer for an unusual company.
s5244,Movie,Rocko's Modern Life: Static Cling,United States,2019,TV-Y7,Children & Family Movies,"After 20 years in space, Rocko struggles to adjust to life in 21st century O-Town and makes it his mission to get his favorite show back on the air."
s3801,Movie,Luccas Neto em: Acampamento de Férias 2,Brazil,2020,TV-G,Children & Family Movies,"Luccas and his band of buddies make music and mischief at a new summer camp, where they face off with talented rivals and their tough coach."
s3803,Movie,Luccas Neto in: Summer Camp,Brazil,2019,TV-G,Children & Family Movies,Luccas and Gi are heading to a world famous gymkhana camp. Only problem: so are their bullies... A fun musical that will get you in a vacation mood.
s3804,Movie,Luccas Neto in: The End of Christmas,Brazil,2019,TV-Y,Children & Family Movies,"To save Christmas, Luccas and Gi head to the North Pole and are recruited by Santa Claus to find all the gifts that have mysteriously disappeared."
s5008,Movie,Pup Star: World Tour,Canada,2018,G,Children & Family Movies,"Talented pooches from around the world compete to be the next Pup Star, but behind-the-scenes schemes threaten to ruin the fun."
s165,Movie,A Cinderella Story: Christmas Wish,United States,2019,PG,Children & Family Movies,"Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle."
s1869,Movie,DreamWorks Home: For the Holidays,United States,2017,TV-Y,Children & Family Movies,"Oh takes it upon himself to introduce Christmas joy to his fellow Boovs. Unfortunately, his well-meaning mission nearly destroys the city."
s5588,Movie,Shrek the Musical,United States,2013,TV-G,Children & Family Movies,"The greatest fairy tale never told comes to life in this colorful, song-filled, Tony Award-winning Broadway production based on the hit movie."
s7234,Movie,Trolls Holiday Special,United States,2017,TV-Y7,Children & Family Movies,"When Queen Poppy realizes that Bridget and the Bergens don't have any holidays, she hatches a plan for Branch and the Snack Pack to help create one."
s910,Movie,Big Time Movie,United States,2012,TV-PG,Children & Family Movies,"Big Time Rush heads to London for their first world tour, but when the boys' bags are switched, they get mixed up in a mission to save the world."
s2579,Movie,Hairspray,United States,2007,PG,Children & Family Movies,"In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time."
s4820,Movie,Penelope,United Kingdom,2006,PG,Children & Family Movies,"In this modern fairy tale, a young woman cursed with the nose of a pig lives her life in seclusion – until an unlikely beau stumbles onto the scene."
s187,Movie,A Holiday Engagement,United States,2011,TV-G,Children & Family Movies,Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.
s2777,Movie,Holly Star,United States,2018,PG,Children & Family Movies,"Home for the holidays, a broke puppeteer knows there’s treasure buried somewhere under her town. To find it, all she has to do is die – almost."
s4667,Movie,Operation Christmas Drop,United States,2020,TV-G,Children & Family Movies,A by-the-book political aide falls for a big-hearted Air Force pilot while looking to shut down his tropical base and its airborne Christmas tradition.
s5383,Movie,Santa Girl,United States,2019,TV-PG,Children & Family Movies,"Fleeing the family business and an arranged marriage, Santa’s daughter chooses a magical adventure of her own: College."
s5976,Movie,Tall Girl,United States,2019,TV-PG,Children & Family Movies,"After years of slouching through life, 6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle."
s6362,Movie,The Flintstones in Viva Rock Vegas,United States,2000,PG,Children & Family Movies,"Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage."
s6539,Movie,The Knight Before Christmas,United States,2019,TV-14,Children & Family Movies,"Medieval magic sends a 14th-century knight to modern-day Ohio, where he falls for a high school science teacher who's disillusioned by love."
s4459,Movie,Next Gen,China,2018,TV-PG,Children & Family Movies,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain."
s3042,Movie,Invader Zim: Enter the Florpus,South Korea,2019,TV-Y7,Children & Family Movies,"When Zim reappears to begin the next phase of his evil alien plan to conquer Earth, his nemesis Dib Membrane sets out to unmask him once and for all."
s4875,Movie,Planet 51,Spain,2009,PG,Children & Family Movies,"After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely."
s401,Movie,Aliens Ate My Homework,United States,2018,PG,Children & Family Movies,Tiny alien lawmen fly into Rod's bedroom and recruit him into helping them stop an intergalactic criminal – who's disguised as a very familiar human.
s1427,Movie,Cloudy with a Chance of Meatballs,United States,2009,PG,Children & Family Movies,"When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow."
s3180,Movie,Jimmy Neutron: Boy Genius,United States,2001,G,Children & Family Movies,"When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them."
s4254,Movie,Mr. Peabody & Sherman,United States,2014,PG,Children & Family Movies,"Resurrected from the 1960s animated series ""Rocky and Bullwinkle,"" canine genius Mr. Peabody and young Sherman take a dizzying ride through time."
s2951,Movie,Imagine That,United States,2009,PG,Children & Family Movies,"Work problems are piling up for a businessman. But when he discovers a pathway to his daughter's imaginary world, he starts finding some solutions."
s5312,Movie,Russell Madness,United States,2015,PG,Children & Family Movies,"A spunky terrier named Russell with serious wrestling chops becomes a sports phenomenon with the help of his coach, a monkey named Hunk."
s5919,Movie,Surf's Up,United States,2007,PG,Children & Family Movies,This Oscar-nominated animated comedy goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.
s6636,Movie,The Main Event,United States,2020,TV-G,Children & Family Movies,"Using special powers from a magical mask, a young WWE fan causes chaos when he enters a wrestling competition and fights an intimidating rival."
s1590,Movie,Dance Dreams: Hot Chocolate Nutcracker,United States,2020,TV-G,Children & Family Movies,"This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker."""
s2546,Movie,Growing Up Wild,United States,2016,G,Children & Family Movies,"Five baby animals from different parts of the world grow up learning to survive in the wild, nurtured by the love and guidance of their families."
s4521,Movie,NOVA: Bird Brain,United States,2017,TV-G,Children & Family Movies,Scientists test avian aptitude and challenge concepts of intelligence with examples ranging from puzzle-solving crows to parrots with a sense of time.
s4853,Movie,Pick of the Litter,United States,2018,TV-PG,Children & Family Movies,Five Labrador puppies embark on a 20-month training to pass the milestones on their journey to becoming guide dogs for people with visual impairment.
s5750,Movie,Spelling the Dream,United States,2020,TV-G,Children & Family Movies,"Following four hopeful competitors, this documentary explores Indian Americans' decades-long success at the biggest spelling contest in the U.S."
s6644,Movie,The Mars Generation,United States,2017,TV-PG,Children & Family Movies,"Self-professed teenage ""space nerds"" at Space Camp chase their dreams of traveling to Mars, while experts reflect on NASA's history and future."
s3862,Movie,Magnus,Norway,2016,TV-PG,Children & Family Movies,"This dramatic documentary explores the life and mind of Magnus Carlsen, the charismatic Norwegian prodigy who became world chess champion."
s7365,Movie,Untamed Romania,Romania,2018,TV-PG,Children & Family Movies,This documentary explores how the legendary creatures of Romania's vast wilderness roam free yet endure the ever-changing seasons.
s783,Movie,Beary Tales,United States,2013,TV-G,Children & Family Movies,A well-known wildlife photographer living alone in the Bohemian Forest finds himself playing mama bear to a pair of abandoned cubs.
s858,Movie,Bethany Hamilton: Unstoppable,United States,2019,PG,Children & Family Movies,This documentary follows the rising tide of Bethany Hamilton who lost her arm as a teen before making waves in pro surfing and her personal life.
s6865,Movie,The Short Game,United States,2013,PG,Children & Family Movies,"They are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. And they're still in grade school."
s2446,Movie,Go Karts,Australia,2020,TV-PG,Children & Family Movies,"A fearless teen leans into the rush of high-speed go-kart racing, backed by good friends — and a surly ex-driver who becomes his coach."
s7597,Movie,White Fang,France,2018,TV-PG,Children & Family Movies,A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.
s7777,Movie,Zokkomon,India,2011,PG,Children & Family Movies,"When his cruel uncle abandons him, a young orphan learns to access the untapped superpowers that have been waiting within him all along."
s5644,Movie,Sitara: Let Girls Dream,Pakistan,2020,TV-PG,Children & Family Movies,"In this silent short set in 1970s Pakistan, 14-year-old Pari longs to be a pilot, unaware that her father plans to marry her off to a much older man."
s835,Movie,Benji,United Arab Emirates,2018,TV-PG,Children & Family Movies,A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.
s2858,Movie,Hugo,United Kingdom,2011,PG,Children & Family Movies,"Living inside a Paris train station, an orphan eludes the rigid stationmaster, meets a legendary filmmaker and finds the key to unlocking his destiny."
s156,Movie,A Champion Heart,United States,2018,G,Children & Family Movies,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected."
s709,Movie,Balto,United States,1995,G,Children & Family Movies,"Balto, who is half wolf and half dog, endures the taunts of disapproving humans as he guides a precious cargo of medicine through the Alaskan winter."
s836,Movie,Benji: Off the Leash,United States,2004,PG,Children & Family Movies,"Benji is back in this charming story that's told from the pooch's point of view, tracking his early days as a pup to his current life in showbiz."
s1204,Movie,Canvas,United States,2020,G,Children & Family Movies,"After a heartbreaking loss, a grandfather struggling to reclaim his passion for painting finds the inspiration to create again."
s1454,Movie,Coin Heist,United States,2017,TV-14,Children & Family Movies,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint."
s1806,Movie,Dolphin Tale 2,United States,2014,PG,Children & Family Movies,"Winter the dolphin, who survived a tragic injury by receiving a prosthetic tail, bonds with an orphaned baby dolphin after her beloved pool mate dies."
s2274,Movie,Free Rein: Valentine's Day,United States,2019,TV-G,Children & Family Movies,"Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!"
s2490,Movie,Good Sam,United States,2019,TV-PG,Children & Family Movies,A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.
s2774,Movie,Holiday Rush,United States,2019,TV-PG,Children & Family Movies,A widowed radio DJ and his four spoiled kids need to tighten their belts and pull together when their life of luxury turns lean just before Christmas.
s6490,Movie,The Indian in the Cupboard,United States,1995,PG,Children & Family Movies,"A boy receives a wooden cupboard, antique keys and an Iroquois warrior figurine for his birthday. The figurine comes to life overnight in the cabinet."
s6601,Movie,The Little Mermaid,United States,2018,PG,Children & Family Movies,"In this take on the classic tale, a captive circus mermaid transforms the lives of a skeptical journalist and his wide-eyed young sister."
s7469,Movie,Walk. Ride. Rodeo.,United States,2019,TV-PG,Children & Family Movies,"In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story."
s7643,Movie,Wish Man,United States,2019,TV-14,Children & Family Movies,"After surviving a life-threatening accident, a troubled cop finds new purpose when he bonds with a terminally ill little boy. Based on a true story."
s7723,Movie,You Are My Home,United States,2020,TV-PG,Children & Family Movies,"After becoming separated from her family, a young girl finds herself in the care of a heartbroken woman who faces her own struggles."
s6524,Movie,The Karate Kid,United States,2010,PG,Children & Family Movies,"After moving to Beijing with his mother, Dre falls prey to a bully, so he takes lessons from a martial arts master in this remake of the 1984 classic."
s3287,Movie,Kahlil Gibran's The Prophet,United States,2014,PG,Children & Family Movies,A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.
s2276,Movie,Free Willy,United States,1993,PG,Children & Family Movies,"Ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit."
s906,Movie,Big Miracle,United States,2012,PG,Children & Family Movies,"After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events."
s6443,Movie,The Healer,Spain,2017,TV-14,Children & Family Movies,"A handyman who has hit rock bottom agrees to live with his distant uncle, who insists that his ability to fix things extends beyond the repair shop."
s2309,Movie,Full Count,United States,2019,TV-PG,Children & Family Movies,"When tragic events force an aspiring baseball player to forgo his big league dreams and return home, saving the family farm grants him renewed purpose."
s2451,Movie,God Bless the Broken Road,United States,2018,PG,Children & Family Movies,"After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter."
s3222,Movie,Joseph: King of Dreams,United States,2000,TV-PG,Children & Family Movies,"With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story."
s5206,Movie,Riding Faith,United States,2020,TV-PG,Children & Family Movies,"Following her father's death, a young woman struggles to help her mother keep the family ranch afloat while preserving a special bond with her horse."
s5204,Movie,Ride Like a Girl,Australia,2020,PG,Children & Family Movies,"The daughter of a horse trainer, an ambitious girl sets her sights on becoming the first female jockey to win the Melbourne Cup. Based on a true story."
s6150,Movie,The Blue Umbrella,India,2005,TV-PG,Children & Family Movies,"A charming allegory based on a novella by Ruskin Bond, this visually stunning film from India explores themes of greed, loneliness, longing and loss."
s6168,Movie,The Boy Who Harnessed the Wind,United Kingdom,2019,TV-PG,Children & Family Movies,"Inspired by a science book, 13-year-old William Kamkwamba builds a wind turbine to save his Malawian village from famine. Based on a true story."
s2463,Movie,Going for Gold,Australia,2018,TV-G,Children & Family Movies,"After moving to Australia, an American teen convinces her new friends to form a cheer squad and take on their biggest rivals in competition."
s5242,Movie,Rock My Heart,Germany,2019,TV-PG,Children & Family Movies,"After an adventurous teen with a heart defect bonds with an unruly stallion, she trains to compete as an amateur jockey in a life-threatening race."
s1738,Movie,Dhh,India,2017,TV-G,Children & Family Movies,"Convinced only a miracle can save them from failing school exams, a trio of friends seek help from a magician. To their surprise, he gamely complies."
s1256,Movie,Cemara's Family,Indonesia,2018,TV-G,Children & Family Movies,"After bankruptcy, Abah and Emak must adapt to a new life with their children in a remote village."
s6800,Movie,The Rainbow Troops,Indonesia,2008,TV-PG,Children & Family Movies,Two Indonesian teachers embrace an inspiring crop of gifted young students who've come to study at their crumbling Islamic primary school.
s6174,Movie,The Breadwinner,Ireland,2017,PG-13,Children & Family Movies,A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.
s6007,Movie,Tee Shot: Ariya Jutanugarn,Thailand,2019,TV-14,Children & Family Movies,"This biopic follows pro golfer Ariya Jutanugarn's journey to the LPGA tour, from child prodigy to her number-one ranking in the world."
s2109,Movie,Fan of Amoory,United Arab Emirates,2018,TV-G,Children & Family Movies,"Inspired by his idol Omar Abdulrahman, a young boy navigates obstacles as he chases his dream of becoming a professional soccer player."
s7003,Movie,The Wishing Tree,India,2017,TV-14,Children & Family Movies,Five children living on the edge of a forest band together to save a magical wishing tree from destruction and find their own paths to happiness.
s160,Movie,A Christmas Prince,United States,2017,TV-PG,Children & Family Movies,Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.
s161,Movie,A Christmas Prince: The Royal Baby,United States,2019,TV-PG,Children & Family Movies,"Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery."
s162,Movie,A Christmas Prince: The Royal Wedding,United States,2018,TV-PG,Children & Family Movies,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol."
s218,Movie,A Princess for Christmas,United States,2011,TV-PG,Children & Family Movies,"At the invitation of a relative, young Jules Daly travels with her niece and nephew to a castle in Europe, where Jules falls for a dashing prince."
s1198,Movie,Candy Jar,United States,2018,TV-14,Children & Family Movies,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.
s1367,Movie,Christmas in the Smokies,United States,2015,TV-G,Children & Family Movies,"In the Smoky Mountains, an ambitious woman works to save her family's historic berry farm as her ex, a country music star, returns to town."
s2773,Movie,Holiday in the Wild,United States,2019,TV-PG,Children & Family Movies,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose – and potential romance."
s5282,Movie,Roped,United States,2020,PG,Children & Family Movies,A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.
s6781,Movie,The Princess Switch,United States,2018,TV-G,Children & Family Movies,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places."
s6782,Movie,The Princess Switch: Switched Again,United States,2020,TV-G,Children & Family Movies,"When Margaret's Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan?"
s146,Movie,A 2nd Chance,Australia,2011,PG,Children & Family Movies,"A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach, she has the chance to win a spot on the national team."
s5076,Movie,Raising the Bar,Australia,2016,TV-Y,Children & Family Movies,A teenager who gave up her spot in an elite U.S. gymnastics program when her family moved to Australia enters a competition to help a new friend.
s5214,Movie,Rip Tide,Australia,2017,TV-PG,Children & Family Movies,"Following an embarrassing viral video, a New York model decides to escape from her suffocating existence by visiting her faraway aunt in Australia."
s2310,Movie,Full Out,Canada,2015,TV-PG,Children & Family Movies,"After a debilitating accident ends her Olympic dreams, gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics."
s4120,Movie,Miracle,Canada,2004,PG,Children & Family Movies,U.S. hockey coach Herb Brooks unites a motley crew of college athletes and turns them into a force to be reckoned with at the 1980 Winter Olympics.
s2362,Movie,Garuda Di Dadaku,Indonesia,2009,TV-PG,Children & Family Movies,"A determined boy will do anything to become a great soccer player, despite the wishes of his grandfather."
s2363,Movie,Garuda in My Heart 2,Indonesia,2011,TV-PG,Children & Family Movies,A young soccer player sets out to prove he can lead his team to a championship – but being a winner is about more than just talent.
s2311,Movie,Full Out 2: You Got This!,United States,2020,TV-Y,Children & Family Movies,"With a championship on the line, Chayse and her gymnastics team look to a local break-dancer for all the right moves to rise above their competition."
s2528,Movie,Greater,United States,2016,PG,Children & Family Movies,Faith and determination transform a talentless football player at the University of Arkansas into an All-American in this inspiring true story.
s6544,Movie,The Lamb,United States,2017,PG,Children & Family Movies,A big-dreaming donkey escapes his menial existence and befriends some free-spirited animal pals in this imaginative retelling of the Nativity Story.
s5278,Movie,Room on the Broom,United Kingdom,2012,TV-Y7,Children & Family Movies,"A gentle witch with a ginger braid offers rides to a variety of animals on her increasingly crowded broom, much to her grumpy cat's chagrin."
s414,Movie,All Hallows' Eve,United States,2016,TV-G,Children & Family Movies,"Instead of summoning the spirit of her dearly departed mother, a charming teen accidentally awakens a vengeful witch who wants to destroy her town."
s2450,Movie,GO! The Unforgettable Party,Argentina,2019,TV-PG,Children & Family Movies,"Mía's vacation with her dad is disrupted by the surprise arrival of Lupe, Mercedes, Juanma and Álvaro as their school drama moves lakeside."
s788,Movie,Beat Bugs: All Together Now,Australia,2017,TV-Y,Children & Family Movies,"After winning a local talent show, the Beat Bugs journey to compete on ""The Bug Factor,"" a televised singing contest held in faraway Rocket Ship Park."
s4713,Movie,Over the Moon,China,2020,PG,Children & Family Movies,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess."
s3097,Movie,Jack and the Cuckoo-Clock Heart,France,2013,PG,Children & Family Movies,"Equipped with a mechanical heart and determined to stay out of death's shadow, young Jack understands that love could prove fatal."
s895,Movie,Bibi & Tina,Germany,2014,TV-PG,Children & Family Movies,Teen witch Bibi and horse-loving Tina face trouble when a posh girl flirts with Tina's boyfriend and a crook sets his greedy eyes on a promising foal.
s896,Movie,Bibi & Tina II,Germany,2014,TV-14,Children & Family Movies,"When robbers hit Falkenstein castle, teen witch Bibi and pal Tina hunt for the crooks, then devise a plan to save the neighbors' failing ranch."
s897,Movie,Bibi & Tina: Girls Versus Boys,Germany,2016,TV-14,Children & Family Movies,"At summer camp, young Bibi and her friends are pitted against the boys in a treasure hunt. But what's a witch to do when she loses her powers?"
s898,Movie,Bibi & Tina: Tohuwabohu Total,Germany,2017,TV-14,Children & Family Movies,Teen witch Bibi and her pal Tina return to the screen to reconcile a runaway girl with her narrow-minded family and save Falkenstein Castle from chaos.
s7103,Movie,Tini: The New Life of Violetta,Spain,2016,G,Children & Family Movies,"After completing a world tour, a teen pop star spends the summer at an Italian villa to recover from heartbreak and grow into a mature artist."
s742,Movie,Barbie Princess Adventure,United States,2020,TV-Y,Children & Family Movies,"Through music and magic, Barbie learns what it's like to be a modern princess when she trades places with a royal lookalike."
s1804,Movie,Dolly Parton’s Christmas on the Square,United States,2020,TV-PG,Children & Family Movies,"Seasonal cheer comes to a screeching halt when a cold-hearted woman tries to sell her hometown's land. Can music, magic and memories change her mind?"
s3183,Movie,Jingle Jangle: A Christmas Journey,United States,2020,PG,Children & Family Movies,"Decades after his trusted apprentice betrayed him, a once-joyful toymaker finds new hope when his kind and curious granddaughter comes into his life."
s3941,Movie,Mariah Carey's Merriest Christmas,United States,2015,TV-G,Children & Family Movies,"Pop music superstar Mariah Carey hosts this all-star holiday celebration with special guests and a celebrity reading of ""The Night Before Christmas."""
s4187,Movie,"Monster High: Boo York, Boo York",United States,2015,TV-Y7,Children & Family Movies,Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.
s3974,Movie,Mary Poppins Returns,United States,2018,PG,Children & Family Movies,"In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears."
s1905,Movie,Earth to Echo,United States,2014,PG,Children & Family Movies,"When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones."
s2086,Movie,F.R.E.D.I.,United States,2018,TV-PG,Children & Family Movies,"Venturing into the woods, high schooler James discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme."
